0,0.5731160044670105
0,0.4743085503578186
1,0.6495183110237122
1,0.49005967378616333
2,0.6715982556343079
2,0.5010022521018982
3,0.678936243057251
3,0.5065008997917175
4,0.6849808692932129
5,0.6901016235351562
4,0.5110685229301453
6,0.6913950443267822
5,0.5148364901542664
7,0.6942193508148193
6,0.5178049206733704
8,0.6961990594863892
7,0.5192945599555969
9,0.6974000334739685
10,0.6997624635696411
8,0.5212004780769348
11,0.7003167867660522
12,0.7017685174942017
13,0.7027583718299866
14,0.7055431008338928
15,0.7041573524475098
16,0.7065461277961731
17,0.7052263617515564
18,0.7070608735084534
19,0.7073776125907898
20,0.707483172416687
21,0.7090933322906494
22,0.7109938263893127
23,0.71061110496521
24,0.7132638692855835
25,0.7128019332885742
26,0.7128943204879761
27,0.7126699686050415
28,0.7154414653778076
29,0.7126567363739014
